Subject,varimax_satisf,varimax_cog,varimax_er,Age
100206,2.51710941510377,1.77689191289341,-1.62474648780576,27
100307,0.45008563855107,0.60926042467082,1.12290210131233,27
100408,-0.449042638458397,2.01560889967627,-0.595095167075193,33
101006,0.349093706030656,-2.77616431521864,-1.48245524417089,35
101107,-0.513881887396238,0.123279721590743,-1.18136392043097,22
101309,-3.21259236310925,-1.14593188607277,-0.241324053503405,29
101410,-1.05288941173416,-0.0181330736797927,0.263648395719722,29
101915,-3.4936364992638,1.1045519698179,0.518715603962532,35
102311,0.179199623003878,-0.443588003673487,-0.0994246777684793,26
102513,1.38585565329913,1.64256289636587,-4.33906388437904,30
102614,-3.95032721892731,3.12035180207483,1.46582677120854,23
102715,-5.34817604283296,3.04805135639159,1.17012773767225,26
102816,-0.781684942240605,0.0010385300396836,0.5726700059132,30
103111,-1.65025774322701,1.49770661000161,-0.854032729958835,30
103212,0.654979129881872,1.9344892262595,0.650700009936876,34
103414,-1.22762862831292,0.161643864444855,0.312751012831363,25
103818,2.37834648185715,0.527906358566058,0.650295011283283,32
104012,-0.893418755415629,-2.28807398899361,0.393419150421891,26
104416,-4.7504550719606,3.56519660894711,1.0268516935085,31
104820,-1.30522432146617,-1.72411689087789,0.387095533092506,36
105014,-2.01816038864127,1.9240787768255,-0.214048509955512,29
105115,2.54514013038175,2.07897692131721,1.293364746172,31
105216,2.99487326439716,4.96961326130541,3.02030481354476,27
105620,0.406408566214623,3.84883315700447,2.40306735714181,34
105923,-0.302796523982344,2.64125197637177,0.0605794371255755,33
106016,-0.0034183014409212,1.72517681265091,0.331794231404033,33
106319,3.8055381343766,4.4070873608424,0.766887468274746,28
106521,-0.959786942566224,5.29870863683726,1.91552241547095,29
106824,-0.377979822316351,3.48523594568924,1.99706232852066,22
107018,-1.26799595832132,1.1047044388943,-0.0158481360890986,26
107321,0.691742228209115,4.43402035316186,1.77885383721474,25
107422,-0.751272228625114,3.68459981176336,1.83805052811483,22
107725,0.811012883419767,-3.34088868542374,-0.262924798155189,35
108020,-0.87825351811424,1.37568831432805,-0.12508768927909,22
108222,0.114102277691008,4.86798630400476,1.22852570766073,35
108525,-2.46947488476586,-3.15027648666481,-2.02994776808868,23
108828,6.18439431590313,-0.418070882996829,-0.126332050685883,32
109123,3.7781050983612,2.6095872626552,1.55237028708111,32
110007,-4.62430918924377,0.929465547373415,0.154889728617971,33
110411,-4.36253260458859,2.7201110948618,0.61484582681101,31
110613,-4.13892910725442,1.48078320691004,0.0021697084971806,29
111009,-1.53599823263893,4.07781095028825,1.11149681084925,27
111211,-0.200520195182412,2.18948196718737,-0.18307328460283,28
111312,-1.61969182114259,-1.02316923346665,-1.46821562676617,31
111413,1.61913678642198,0.812296143700927,0.41094498545926,28
111514,0.751533222405738,3.00280661789367,2.47293589818082,32
111716,-0.688661389144853,2.22592546759253,0.737826771776601,32
112112,-4.44215052062212,1.59529619157725,0.68465944875839,27
112314,0.456456877839309,0.750145355028896,-1.37615146660489,30
112516,-2.15112110921092,0.178236012763696,-0.551521963140298,33
112920,-2.21463315334072,2.19196611080583,0.005350692410772,31
113215,1.45962345516899,3.13088748021909,1.81672567675214,26
